director_name,genres,actor_1_name,actor_2_name,actor_3_name,movie_title,language
Olivier Megaton,Action Crime Thriller,Liam Neeson,Luke Grimes,D.B. Sweeney,taken 2,English
David Zucker,Comedy,Regina Hall,Pamela Anderson,Jenny McCarthy,scary movie 3,English
Donald Petrie,Action Comedy Crime Romance,Candice Bergen,Wendy Raquel Robinson,Heather Burns,miss congeniality,English
Eric Brevig,Action Adventure Family Fantasy Sci-Fi,Josh Hutcherson,Brendan Fraser,Anita Briem,journey to the center of the earth,English
Garry Marshall,Comedy Family Romance,Anne Hathaway,Raven-Symoné,Hector Elizondo,the princess diaries 2: royal engagement,English
Alan J. Pakula,Crime Drama Mystery Thriller,Denzel Washington,Julia Roberts,Tony Goldwyn,the pelican brief,English
Joel Schumacher,Crime Drama Mystery Thriller,Bradley Whitford,Anthony LaPaglia,Brad Renfro,the client,English
Rob Reiner,Adventure Comedy Drama,Morgan Freeman,Noel Gugliemi,Sean Hayes,the bucket list,English
Phillip Noyce,Action Thriller,Harrison Ford,Polly Walker,Patrick Bergin,patriot games,English
Robert Luketic,Comedy Romance,Adam Scott,Jane Fonda,Elaine Stritch,monster-in-law,English
Denis Villeneuve,Crime Drama Mystery Thriller,Hugh Jackman,Jake Gyllenhaal,Dylan Minnette,prisoners,English
Antoine Fuqua,Crime Drama Thriller,Denzel Washington,Snoop Dogg,Tom Berenger,training day,English
Dean Parisot,Adventure Comedy Sci-Fi,Alan Rickman,Enrico Colantoni,Robin Sachs,galaxy quest,English
Keenen Ivory Wayans,Comedy,Natasha Lyonne,Veronica Cartwright,Andy Richter,scary movie 2,English
James Bobin,Adventure Comedy Family Musical,Bill Cobbs,Eric Jacobson,Steve Whitmire,the muppets,English
Stephen Norrington,Action Horror,Sanaa Lathan,Traci Lords,Udo Kier,blade,English
Thomas Carter,Drama Sport,Channing Tatum,Rick Gonzalez,Robert Ri'chard,coach carter,English
Roger Michell,Drama Thriller,Sydney Pollack,Matt Malloy,Bruce Altman,changing lanes,English
Luis Llosa,Action Adventure Horror Thriller,Frank Welker,Eric Stoltz,Kari Wuhrer,anaconda,English
David McNally,Comedy Drama Music Romance,Adam Garcia,Tyra Banks,Izabella Miko,coyote ugly,English
Richard Curtis,Comedy Drama Romance,Colin Firth,Liam Neeson,Kris Marshall,love actually,English
John Lasseter,Adventure Animation Comedy Family Fantasy,Kevin Spacey,Madeline Kahn,John Ratzenberger,a bug's life,English
Albert Hughes,Horror Mystery Thriller,Johnny Depp,Jason Flemyng,Ian Richardson,from hell,English
Luis Llosa,Action Crime Drama Romance Thriller,Sylvester Stallone,Rod Steiger,Emilio Estefan Jr.,the specialist,English
Ron Shelton,Comedy Drama Romance Sport,Don Johnson,Cheech Marin,Rene Russo,tin cup,English
Melville Shavelson,Comedy Family,Lucille Ball,Tom Bosley,Tim Matheson,"yours, mine and ours",English
Jesse Dylan,Comedy Family Romance Sport,Josh Hutcherson,Will Ferrell,Robert Duvall,kicking & screaming,English
Garth Jennings,Adventure Comedy Sci-Fi,Zooey Deschanel,Kelly Macdonald,Thomas Lennon,the hitchhiker's guide to the galaxy,English
Joel Zwick,Comedy Family Fantasy Romance,Dania Ramirez,Nick Zano,Alice Greczyn,fat albert,English
Russell Mulcahy,Action Horror Sci-Fi Thriller,Milla Jovovich,Mike Epps,James Tumminia,resident evil: extinction,English
Frank Coraci,Comedy Romance,Bella Thorne,Adam Sandler,Joel McHale,blended,English
Wayne Wang,Adventure Comedy Drama,LL Cool J,Alicia Witt,Timothy Hutton,last holiday,English
Curtis Hanson,Action Adventure Crime Thriller,Meryl Streep,Glenn Morshower,William Lucking,the river wild,English
Frank Oz,Drama Family Fantasy,Steve Coogan,Vincent Kartheiser,David Keith,the indian in the cupboard,English
Oliver Stone,Crime Drama Thriller,Demián Bichir,Shea Whigham,Gary Stretch,savages,English
David R. Ellis,Action Crime Thriller,Richard Burgi,Valerie Cruz,Will Beinbrink,cellular,English
Peter Howitt,Action Adventure Comedy,Kevin McNally,Natalie Imbruglia,Ben Miller,johnny english,English
John A. Davis,Adventure Animation Comedy Family Fantasy,Nicolas Cage,Meryl Streep,Julia Roberts,the ant bully,English
David Lynch,Action Adventure Sci-Fi,Virginia Madsen,Jürgen Prochnow,José Ferrer,dune,English
Julie Taymor,Drama Fantasy Musical Romance,Jim Sturgess,T.V. Carpio,Robert Clohessy,across the universe,English
Sam Mendes,Drama Romance,Leonardo DiCaprio,Kate Winslet,Joe Komara,revolutionary road,English
Richard Donner,Action Crime Drama Thriller,Bruce Willis,David Zayas,Sasha Roiz,16 blocks,English
Mathieu Kassovitz,Action Adventure Sci-Fi Thriller,Vin Diesel,Charlotte Rampling,David Belle,babylon a.d.,English
John Gray,Action Comedy Crime Drama Thriller,Alexa PenaVega,Bob Gunton,Keenen Ivory Wayans,the glimmer man,English
Harold Ramis,Comedy Romance Sci-Fi,John de Lancie,Brian Doyle-Murray,Obba Babatundé,multiplicity,English
John Schultz,Adventure Comedy Family Fantasy Sci-Fi,Malese Jow,Carter Jenkins,Tim Meadows,aliens in the attic,English
Sean Penn,Crime Drama Mystery Thriller,Costas Mandylor,Adrien Dorval,Nels Lennarson,the pledge,English
Susan Stroman,Comedy Musical,Jon Lovitz,Will Ferrell,Matthew Broderick,the producers,English
Pete Travis,Action Sci-Fi,Wood Harris,Jason Cope,Rakie Ayola,dredd,English
Simon Wincer,Action Adventure Comedy Fantasy,Cary-Hiroyuki Tagawa,Treat Williams,Kristy Swanson,the phantom,English
Billy Bob Thornton,Drama Romance Western,Matt Damon,Henry Thomas,Sam Shepard,all the pretty horses,English
Oliver Stone,Biography Drama History,Anthony Hopkins,Bob Hoskins,Joan Allen,nixon,English
Roman Polanski,Mystery Thriller,Jim Belushi,Olivia Williams,Timothy Hutton,the ghost writer,English
Stephen Sommers,Action Adventure Horror Sci-Fi,Djimon Hounsou,Jason Flemyng,Wes Studi,deep rising,English
Spike Lee,Action Crime Drama Thriller War,Joseph Gordon-Levitt,Omari Hardwick,Laz Alonso,miracle at st. anna,English
Yimou Zhang,Drama Romance,Li Gong,Ye Liu,Man Li,curse of the golden flower,Mandarin
Danny Pang,Action Crime Thriller,Nicolas Cage,Charlie Yeung,James With,bangkok dangerous,English
Barry Sonnenfeld,Comedy Crime Thriller,Zooey Deschanel,Janeane Garofalo,Omar Epps,big trouble,English
Mike Newell,Drama Romance,Marcela Mar,Giovanna Mezzogiorno,Unax Ugalde,love in the time of cholera,English
unknown,Drama Fantasy Horror Mystery,Pierre Perrier,Clotilde Hesme,Céline Sallette,the returned            ,French
George P. Cosmatos,Action Thriller,Sam Waterston,Ben Gazzara,Nicholas Turturro,shadow conspiracy,English
Oliver Parker,Action Adventure Comedy Crime,Daniel Kaluuya,Tim McInnerny,Togo Igawa,johnny english reborn,English
Lawrence Kasanoff,Action Animation Comedy Family Fantasy,Jerry Stiller,Larry Miller,Harvey Fierstein,foodfight!,English
Ben Affleck,Biography Drama History Thriller,Clea DuVall,Scoot McNairy,Tate Donovan,argo,English
Andrew Davis,Action Adventure Crime Drama Mystery Thriller,Harrison Ford,Daniel Roebuck,Sela Ward,the fugitive,English
Andy Tennant,Action Comedy Romance,Gerard Butler,Dorian Missick,Peter Greene,the bounty hunter,English
Barry Levinson,Crime Drama Thriller,Robert De Niro,Brad Pitt,Minnie Driver,sleepers,English
George P. Cosmatos,Action Adventure Thriller War,Sylvester Stallone,Julia Nickson,Martin Kove,rambo: first blood part ii,English
Brian Gibson,Drama Thriller,Joseph Gordon-Levitt,Demi Moore,Anne Heche,the juror,English
Norman Ferguson,Animation Family Fantasy Musical,Mel Blanc,Dickie Jones,Cliff Edwards,pinocchio,English
Michael Cimino,Adventure Drama Western,Jeff Bridges,Sam Waterston,Isabelle Huppert,heaven's gate,English
Len Wiseman,Action Adventure Fantasy Sci-Fi Thriller,Sophia Myles,Tony Curran,Derek Jacobi,underworld: evolution,English
Paul McGuigan,Drama Horror Sci-Fi Thriller,Daniel Radcliffe,Spencer Wilding,Daniel Mays,victor frankenstein,English
Gus Van Sant,Drama,F. Murray Abraham,Rob Brown,Michael Nouri,finding forrester,English
Betty Thomas,Comedy Drama,Steve Buscemi,Viggo Mortensen,Elizabeth Perkins,28 days,English
Louis Leterrier,Action Crime Drama Thriller,Morgan Freeman,Jet Li,Bob Hoskins,unleashed,English
Roger Kumble,Comedy Romance,Judith Chapman,Lillian Adams,Chelsea Bond,the sweetest thing,English
Sydney Pollack,Drama Mystery Thriller,Tom Cruise,Holly Hunter,Wilford Brimley,the firm,English
Burr Steers,Drama Fantasy Romance,Augustus Prew,Charlie Tahan,Valerie Tian,charlie st. cloud,English
Simon West,Action Crime Thriller,Jason Statham,Tony Goldwyn,Mini Anden,the mechanic,English
Phil Lord,Action Comedy Crime,Channing Tatum,Dax Flame,Rob Riggle,21 jump street,English
Roger Michell,Comedy Drama Romance,Julia Roberts,Clarke Peters,Dylan Moran,notting hill,English
Peter Lord,Adventure Animation Comedy Drama Family,Imelda Staunton,Miranda Richardson,Julia Sawalha,chicken run,English
John Hamburg,Comedy Romance,Philip Seymour Hoffman,Masi Oka,Debra Messing,along came polly,English
Reginald Hudlin,Comedy Drama Romance,John Witherspoon,Eartha Kitt,Geoffrey Holder,boomerang,English
Paul Feig,Action Comedy Crime,Michael Rapaport,William Xifaras,Demián Bichir,the heat,English
Joseph L. Mankiewicz,Biography Drama History Romance,Martin Landau,Richard Burton,Roddy McDowall,cleopatra,English
Frank Coraci,Action Comedy Sport,Salma Hayek,Reggie Lee,Charice,here comes the boom,English
Carl Franklin,Crime Drama Mystery Thriller,Morgan Freeman,Adam Scott,Bruce Davison,high crimes,English
Barbra Streisand,Comedy Drama Romance,Jeff Bridges,Austin Pendleton,Mimi Rogers,the mirror has two faces,English
Mark Pellington,Drama Horror Mystery Thriller,Debra Messing,Will Patton,David Eigenberg,the mothman prophecies,English
Larry Charles,Comedy,Bono,Elton John,Slash,brüno,English
John Glen,Action Adventure Thriller,Robert Davi,Talisa Soto,Anthony Zerbe,licence to kill,English
Catherine Hardwicke,Fantasy Horror Mystery Thriller,Gary Oldman,Billy Burke,Virginia Madsen,red riding hood,English
John Herzfeld,Action Crime Drama Thriller,Robert De Niro,Charlize Theron,Kelsey Grammer,15 minutes,English
Annabel Jankel,Adventure Comedy Family Fantasy Sci-Fi,Bob Hoskins,Fisher Stevens,Fiona Shaw,super mario bros.,English
Andrew Niccol,Crime Drama Thriller,Nicolas Cage,Jeremy Crutchley,Jared Burke,lord of war,English
Yimou Zhang,Action Adventure History,Jet Li,Tony Chiu Wai Leung,Maggie Cheung,hero,Mandarin
Julie Anne Robinson,Action Comedy Crime Romance Thriller,Fisher Stevens,Debbie Reynolds,Patrick Fischler,one for the money,English
Evan Goldberg,Comedy,James Franco,Randall Park,Anders Holm,the interview,English
Sngmoo Lee,Action Fantasy Western,Tony Cox,Dong-gun Jang,Jed Brophy,the warrior's way,English
unknown,Comedy War,Tim Conway,Gavin MacLeod,Bob Hastings,mchale's navy            ,English
Jean-Pierre Jeunet,Action Comedy Crime,Omar Sy,Dany Boon,André Dussollier,micmacs,French
Curtis Hanson,Drama Music,Mekhi Phifer,Omar Benson Miller,Evan Jones,8 mile,English
Jamel Debbouze,Adventure Animation Comedy Family,Jamel Debbouze,Youssef Hajdi,Mélissa Theuriau,animal kingdom: let's go ape,French
Brian Helgeland,Action Adventure Romance,Heath Ledger,Rufus Sewell,Bérénice Bejo,a knight's tale,English
Gordon Chan,Action Comedy Fantasy,Julian Sands,Lee Evans,Anthony Chau-Sang Wong,the medallion,English
M. Night Shyamalan,Drama Mystery Thriller,Bruce Willis,Haley Joel Osment,Olivia Williams,the sixth sense,English
Asger Leth,Action Crime Thriller,Robert Clohessy,Mandy Gonzalez,J. Smith-Cameron,man on a ledge,English
David Frankel,Comedy,Joel McHale,Kevin Pollak,JoBeth Williams,the big year,English
John G. Avildsen,Action Drama Family Sport,Martin Kove,William Zabka,William Bassett,the karate kid,English
David O. Russell,Crime Drama,Jennifer Lawrence,Christian Bale,Bradley Cooper,american hustle,English
Anne Fletcher,Comedy Drama Romance,Ryan Reynolds,Denis O'Hare,Craig T. Nelson,the proposal,English
Bruce Beresford,Crime Mystery Thriller,Bruce Greenwood,Annabeth Gish,Bruce Campbell,double jeopardy,English
Robert Zemeckis,Adventure Comedy Sci-Fi,Lea Thompson,Jeffrey Weissman,Thomas F. Wilson,back to the future part ii,English
Luc Besson,Action Sci-Fi Thriller,Scarlett Johansson,Morgan Freeman,Amr Waked,lucy,English
Sam Taylor-Johnson,Drama Romance,Jennifer Ehle,Luke Grimes,Callum Rennie,fifty shades of grey,English
Robert Rodriguez,Action Adventure Comedy Family Sci-Fi,Sylvester Stallone,Salma Hayek,Alexa PenaVega,spy kids 3-d: game over,English
Joel Schumacher,Crime Drama Thriller,Kevin Spacey,Matthew McConaughey,Oliver Platt,a time to kill,English
Shawn Levy,Comedy Family,Tom Welling,Alyson Stoner,Bonnie Hunt,cheaper by the dozen,English
Peter Berg,Action Biography Drama Thriller War,Jerry Ferrara,Scott Elrod,Dan Bilzerian,lone survivor,English
Penny Marshall,Comedy Drama Sport,Tom Hanks,Lori Petty,Rosie O'Donnell,a league of their own,English
James Wan,Horror Mystery Thriller,Javier Botet,Frances O'Connor,Robin Atkin Downes,the conjuring 2,English
David Fincher,Biography Drama,Andrew Garfield,Dustin Fitzsimons,Marcella Lentz-Pope,the social network,English
Ken Kwapis,Comedy Drama Romance,Carmen Perez,Sabrina Revelle,Sachiko Ishida,he's just not that into you,English
David Zucker,Comedy,Beau Mirchoff,Carmen Electra,Regina Hall,scary movie 4,English
Wes Craven,Horror Mystery,Kelly Rutherford,Roger Jackson,Nancy O'Dell,scream 3,English
Robert Zemeckis,Adventure Comedy Sci-Fi Western,Lea Thompson,Jeffrey Weissman,Thomas F. Wilson,back to the future part iii,English
Etan Cohen,Comedy Crime,Will Ferrell,Alison Brie,Craig T. Nelson,get hard,English
Francis Ford Coppola,Fantasy Horror Romance,Keanu Reeves,Anthony Hopkins,Gary Oldman,bram stoker's dracula,English
Nora Ephron,Biography Drama Romance,Meryl Streep,Mary Lynn Rajskub,Vanessa Ferlito,julie & julia,English
Brian Helgeland,Biography Drama Sport,Harrison Ford,Christopher Meloni,Nicole Beharie,42,English
Anthony Minghella,Crime Drama Thriller,Philip Seymour Hoffman,Matt Damon,Jack Davenport,the talented mr. ripley,English
Bobby Farrelly,Comedy,Bill Murray,Kathleen Turner,Rob Riggle,dumb and dumber to,English
Frank Marshall,Adventure Drama Family,Paul Walker,Bruce Greenwood,Wendy Crewson,eight below,English
Nancy Meyers,Comedy Drama,Robert De Niro,Anne Hathaway,Rene Russo,the intern,English
Tim Story,Action Comedy,Olivia Munn,Nadine Velazquez,Bruce McGill,ride along 2,English
Michael Mann,Action Adventure Drama Romance War,Wes Studi,Terry Kinney,Eric Schweig,the last of the mohicans,English
Taylor Hackford,Biography Drama Music,Bokeem Woodbine,Curtis Armstrong,Harry Lennix,ray,English
Frank Miller,Crime Thriller,Rosario Dawson,Powers Boothe,Jason Douglas,sin city,English
Pete Travis,Crime Drama Mystery Thriller,Dennis Quaid,Edgar Ramírez,William Hurt,vantage point,English
John Hamburg,Comedy Romance,J.K. Simmons,Jon Favreau,Jane Curtin,"i love you, man",English
Bobby Farrelly,Comedy Drama Fantasy Romance,Jason Alexander,Bruce McGill,Susan Ward,shallow hal,English
Oliver Stone,Drama History Thriller,Sally Kirkland,Jay O. Sanders,Cheryl Penland,jfk,English
John Whitesell,Comedy Crime,Chloë Grace Moretz,Nia Long,Marisol Nichols,big momma's house 2,English
Gore Verbinski,Adventure Comedy Crime Romance,J.K. Simmons,Brad Pitt,Julia Roberts,the mexican,English
Angelina Jolie Pitt,Biography Drama Sport War,Finn Wittrock,Jack O'Connell,Alex Russell,unbroken,English
Burr Steers,Comedy Drama Family Fantasy Romance,Matthew Perry,Hunter Parrish,Thomas Lennon,17 again,English
Nick Cassavetes,Comedy Romance,Don Johnson,Kate Upton,David Thornton,the other woman,English
David R. Ellis,Horror,Krista Allen,Andrew Fiscella,Shantel VanSanten,the final destination,English
Steven Spielberg,Drama History Thriller,Tom Hanks,Mark Rylance,Amy Ryan,bridge of spies,English
John Moore,Action Drama Thriller War,Joaquim de Almeida,David Keith,Sam Jaeger,behind enemy lines,English
Nicholas Stoller,Comedy Music,Pink,Mario Lopez,Lino Facioli,get him to the greek,English
Peter Chelsom,Comedy Drama Romance,Lisa Ann Walter,Nick Cannon,Omar Benson Miller,shall we dance,English
Joe Dante,Action Adventure Comedy Family Sci-Fi,Kirsten Dunst,Denis Leary,Robert Picardo,small soldiers,English
Mark A.Z. Dippé,Action Horror,Michael Jai White,Frank Welker,Miko Hughes,spawn,English
Kevin Reynolds,Action Adventure Drama Romance Thriller,Henry Cavill,James Frain,Michael Wincott,the count of monte cristo,English
Brad Furman,Crime Drama Thriller,Matthew McConaughey,Margarita Levieva,Frances Fisher,the lincoln lawyer,English
Jaume Collet-Serra,Action Mystery Thriller,Liam Neeson,Frank Langella,Aidan Quinn,unknown,English
Christopher Nolan,Drama Mystery Sci-Fi Thriller,Christian Bale,Hugh Jackman,Scarlett Johansson,the prestige,English
Sean Anders,Comedy Crime,Kevin Spacey,Christoph Waltz,Lindsay Sloane,horrible bosses 2,English
Cal Brunker,Adventure Animation Comedy Family Sci-Fi,Brendan Fraser,Paul Scheer,Jonathan Morgan Heit,escape from planet earth,English
Mel Gibson,Action Adventure Drama Thriller,Rudy Youngblood,Dalia Hernández,Jonathan Brewer,apocalypto,Maya
John Glen,Action Adventure Thriller,Joe Don Baker,Desmond Llewelyn,Art Malik,the living daylights,English
Nimród Antal,Action Adventure Sci-Fi Thriller,Topher Grace,Alice Braga,Derek Mears,predators,English
Ivan Reitman,Comedy Crime Romance,Brian Dennehy,Debra Winger,Roscoe Lee Browne,legal eagles,English
David Koepp,Mystery Thriller,Johnny Depp,Charles S. Dutton,Timothy Hutton,secret window,English
Alejandro Agresti,Drama Fantasy Romance,Keanu Reeves,Dylan Walsh,Ebon Moss-Bachrach,the lake house,English
Iain Softley,Horror Mystery Thriller,Gena Rowlands,Deneen Tyler,Joy Bryant,the skeleton key,English
Peter Hedges,Comedy Drama Family Fantasy,Jennifer Garner,Odeya Rush,Common,the odd life of timothy green,English
Paul Weiland,Comedy Romance,Busy Philipps,Beau Garrett,Kevin Sussman,made of honor,English
Clint Eastwood,Biography Drama Music Musical,Johnny Cannizzaro,Steve Schirripa,Scott Vance,jersey boys,English
Francis Ford Coppola,Crime Drama Thriller,Matt Damon,Dean Stockwell,Virginia Madsen,the rainmaker,English
